C:\Documents and Settings\WinTest\Desktop\shashika\Exp_01_2024_09_03\S01_1771_Day01.CSV


Created ,9/23/2008,8:35:14 PM
Exported,9/23/2008,8:42:08 PM

Channels
Disp,Load 1,Load 2,Load 3,DirCmd A,UserCalc1,UserCalc2,UserCalc3,UserCalc4,Axial cmd,Axial err,

Units
mm,N,N,N,V,V,V,V,V,mm,%,

Movers
Axial,

   
"Points","Elapsed Time ","Scan Time ","Disp  ","Load 1 ",
"      ","Sec          ","Sec       ","mm    ","N      ",
      80,       381.0180,      0.7900,  -1.738,   -0.501,
      81,       381.0280,      0.8000,  -1.738,   -0.501,
      82,       381.0380,      0.8100,  -1.738,   -0.503,
      83,       381.0480,      0.8200,  -1.738,   -0.501,
      84,       381.0580,      0.8300,  -1.738,   -0.501,
      85,       381.0680,      0.8400,  -1.738,   -0.501,
      86,       381.0780,      0.8500,  -1.737,   -0.501,
      87,       381.0880,      0.8600,  -1.737,   -0.505,
      88,       381.0980,      0.8700,  -1.737,   -0.507,
      89,       381.1080,      0.8800,  -1.737,   -0.506,
      90,       381.1180,      0.8900,  -1.736,   -0.509,
      91,       381.1280,      0.9000,  -1.736,   -0.506,
      92,       381.1380,      0.9100,  -1.735,   -0.504,
      93,       381.1480,      0.9200,  -1.734,   -0.507,
      94,       381.1580,      0.9300,  -1.734,   -0.508,
      95,       381.1680,      0.9400,  -1.733,   -0.505,
      96,       381.1780,      0.9500,  -1.732,   -0.501,
      97,       381.1880,      0.9600,  -1.731,   -0.503,
      98,       381.1980,      0.9700,  -1.730,   -0.505,
      99,       381.2080,      0.9800,  -1.730,   -0.503,
     100,       381.2180,      0.9900,  -1.730,   -0.501,
       1,       381.2280,      0.0000,  -1.729,   -0.501,
       2,       381.2380,      0.0100,  -1.729,   -0.503,
       3,       381.2480,      0.0200,  -1.729,   -0.498,
       4,       381.2580,      0.0300,  -1.728,   -0.497,
       5,       381.2680,      0.0400,  -1.728,   -0.496,
       6,       381.2780,      0.0500,  -1.727,   -0.498,
       7,       381.2880,      0.0600,  -1.727,   -0.496,
       8,       381.2980,      0.0700,  -1.727,   -0.497,
       9,       381.3080,      0.0800,  -1.727,   -0.499,
      10,       381.3180,      0.0900,  -1.727,   -0.499,
      11,       381.3280,      0.1000,  -1.726,   -0.499,
      12,       381.3380,      0.1100,  -1.726,   -0.498,
      13,       381.3480,      0.1200,  -1.726,   -0.497,
      14,       381.3580,      0.1300,  -1.726,   -0.498,
      15,       381.3680,      0.1400,  -1.727,   -0.500,
      16,       381.3780,      0.1500,  -1.727,   -0.500,
      17,       381.3880,      0.1600,  -1.727,   -0.500,
      18,       381.3980,      0.1700,  -1.726,   -0.499,
      19,       381.4080,      0.1800,  -1.727,   -0.499,
      20,       381.4180,      0.1900,  -1.726,   -0.500,
      21,       381.4280,      0.2000,  -1.726,   -0.501,
      22,       381.4380,      0.2100,  -1.726,   -0.499,
      23,       381.4480,      0.2200,  -1.726,   -0.501,
      24,       381.4580,      0.2300,  -1.726,   -0.501,
      25,       381.4680,      0.2400,  -1.726,   -0.500,
      26,       381.4780,      0.2500,  -1.726,   -0.500,
      27,       381.4880,      0.2600,  -1.726,   -0.501,
      28,       381.4980,      0.2700,  -1.725,   -0.501,
      29,       381.5080,      0.2800,  -1.726,   -0.501,
      30,       381.5180,      0.2900,  -1.726,   -0.501,
      31,       381.5280,      0.3000,  -1.726,   -0.501,
      32,       381.5380,      0.3100,  -1.726,   -0.501,
      33,       381.5480,      0.3200,  -1.725,   -0.501,
      34,       381.5580,      0.3300,  -1.725,   -0.500,
      35,       381.5680,      0.3400,  -1.725,   -0.501,
      36,       381.5780,      0.3500,  -1.725,   -0.501,
      37,       381.5880,      0.3600,  -1.726,   -0.503,
      38,       381.5980,      0.3700,  -1.726,   -0.503,
      39,       381.6080,      0.3800,  -1.725,   -0.503,
      40,       381.6180,      0.3900,  -1.725,   -0.503,
      41,       381.6280,      0.4000,  -1.725,   -0.504,
      42,       381.6380,      0.4100,  -1.725,   -0.503,
      43,       381.6480,      0.4200,  -1.725,   -0.503,
      44,       381.6580,      0.4300,  -1.725,   -0.503,
      45,       381.6680,      0.4400,  -1.725,   -0.501,
      46,       381.6780,      0.4500,  -1.725,   -0.501,
      47,       381.6880,      0.4600,  -1.725,   -0.501,
      48,       381.6980,      0.4700,  -1.724,   -0.503,
      49,       381.7080,      0.4800,  -1.725,   -0.501,
      50,       381.7180,      0.4900,  -1.725,   -0.501,
      51,       381.7280,      0.5000,  -1.725,   -0.501,
      52,       381.7380,      0.5100,  -1.724,   -0.501,
      53,       381.7480,      0.5200,  -1.724,   -0.500,
      54,       381.7580,      0.5300,  -1.724,   -0.499,
      55,       381.7680,      0.5400,  -1.724,   -0.501,
      56,       381.7780,      0.5500,  -1.724,   -0.499,
      57,       381.7880,      0.5600,  -1.724,   -0.500,
      58,       381.7980,      0.5700,  -1.724,   -0.501,
      59,       381.8080,      0.5800,  -1.724,   -0.501,
      60,       381.8180,      0.5900,  -1.724,   -0.501,
      61,       381.8280,      0.6000,  -1.724,   -0.501,
      62,       381.8380,      0.6100,  -1.724,   -0.499,
      63,       381.8480,      0.6200,  -1.724,   -0.500,
      64,       381.8580,      0.6300,  -1.724,   -0.500,
      65,       381.8680,      0.6400,  -1.724,   -0.501,
      66,       381.8780,      0.6500,  -1.724,   -0.500,
      67,       381.8880,      0.6600,  -1.724,   -0.499,
      68,       381.8980,      0.6700,  -1.724,   -0.498,
      69,       381.9080,      0.6800,  -1.723,   -0.499,
      70,       381.9180,      0.6900,  -1.723,   -0.500,
      71,       381.9280,      0.7000,  -1.723,   -0.500,
      72,       381.9380,      0.7100,  -1.723,   -0.499,
      73,       381.9480,      0.7200,  -1.724,   -0.501,
      74,       381.9580,      0.7300,  -1.722,   -0.499,
      75,       381.9680,      0.7400,  -1.723,   -0.498,
      76,       381.9780,      0.7500,  -1.723,   -0.499,
      77,       381.9880,      0.7600,  -1.723,   -0.499,
      78,       381.9980,      0.7700,  -1.723,   -0.500,
      79,       382.0080,      0.7800,  -1.722,   -0.500,
      80,       382.0180,      0.7900,  -1.723,   -0.499,
      81,       382.0280,      0.8000,  -1.723,   -0.498,
      82,       382.0380,      0.8100,  -1.723,   -0.500,
      83,       382.0480,      0.8200,  -1.723,   -0.500,
      84,       382.0580,      0.8300,  -1.723,   -0.500,
      85,       382.0680,      0.8400,  -1.723,   -0.501,
      86,       382.0780,      0.8500,  -1.723,   -0.501,
      87,       382.0880,      0.8600,  -1.722,   -0.499,
      88,       382.0980,      0.8700,  -1.723,   -0.500,
      89,       382.1080,      0.8800,  -1.722,   -0.499,
      90,       382.1180,      0.8900,  -1.723,   -0.501,
      91,       382.1280,      0.9000,  -1.723,   -0.501,
      92,       382.1380,      0.9100,  -1.723,   -0.501,
      93,       382.1480,      0.9200,  -1.722,   -0.501,
      94,       382.1580,      0.9300,  -1.722,   -0.498,
      95,       382.1680,      0.9400,  -1.723,   -0.499,
      96,       382.1780,      0.9500,  -1.722,   -0.501,
      97,       382.1880,      0.9600,  -1.722,   -0.499,
      98,       382.1980,      0.9700,  -1.722,   -0.500,
      99,       382.2080,      0.9800,  -1.722,   -0.500,
     100,       382.2180,      0.9900,  -1.722,   -0.503,
       1,       382.2280,      0.0000,  -1.722,   -0.501,
       2,       382.2380,      0.0100,  -1.722,   -0.500,
       3,       382.2480,      0.0200,  -1.722,   -0.501,
       4,       382.2580,      0.0300,  -1.723,   -0.500,
       5,       382.2680,      0.0400,  -1.722,   -0.501,
       6,       382.2780,      0.0500,  -1.722,   -0.501,
       7,       382.2880,      0.0600,  -1.722,   -0.501,
       8,       382.2980,      0.0700,  -1.722,   -0.501,
       9,       382.3080,      0.0800,  -1.722,   -0.501,
      10,       382.3180,      0.0900,  -1.722,   -0.500,
      11,       382.3280,      0.1000,  -1.722,   -0.501,
      12,       382.3380,      0.1100,  -1.722,   -0.500,
      13,       382.3480,      0.1200,  -1.722,   -0.501,
      14,       382.3580,      0.1300,  -1.722,   -0.501,
      15,       382.3680,      0.1400,  -1.722,   -0.501,
      16,       382.3780,      0.1500,  -1.722,   -0.499,
      17,       382.3880,      0.1600,  -1.722,   -0.501,
      18,       382.3980,      0.1700,  -1.722,   -0.500,
      19,       382.4080,      0.1800,  -1.722,   -0.501,
      20,       382.4180,      0.1900,  -1.722,   -0.501,
      21,       382.4280,      0.2000,  -1.721,   -0.500,
      22,       382.4380,      0.2100,  -1.722,   -0.501,
      23,       382.4480,      0.2200,  -1.721,   -0.499,
      24,       382.4580,      0.2300,  -1.722,   -0.500,
      25,       382.4680,      0.2400,  -1.722,   -0.501,
      26,       382.4780,      0.2500,  -1.722,   -0.500,
      27,       382.4880,      0.2600,  -1.721,   -0.500,
      28,       382.4980,      0.2700,  -1.721,   -0.499,
      29,       382.5080,      0.2800,  -1.722,   -0.501,
      30,       382.5180,      0.2900,  -1.721,   -0.501,
      31,       382.5280,      0.3000,  -1.721,   -0.500,
      32,       382.5380,      0.3100,  -1.721,   -0.501,
      33,       382.5480,      0.3200,  -1.721,   -0.501,
      34,       382.5580,      0.3300,  -1.721,   -0.501,
      35,       382.5680,      0.3400,  -1.721,   -0.500,
      36,       382.5780,      0.3500,  -1.721,   -0.500,
      37,       382.5880,      0.3600,  -1.721,   -0.500,
      38,       382.5980,      0.3700,  -1.721,   -0.501,
      39,       382.6080,      0.3800,  -1.721,   -0.501,
      40,       382.6180,      0.3900,  -1.721,   -0.499,
      41,       382.6280,      0.4000,  -1.721,   -0.500,
      42,       382.6380,      0.4100,  -1.720,   -0.499,
      43,       382.6480,      0.4200,  -1.720,   -0.500,
      44,       382.6580,      0.4300,  -1.720,   -0.500,
      45,       382.6680,      0.4400,  -1.721,   -0.501,
      46,       382.6780,      0.4500,  -1.721,   -0.501,
      47,       382.6880,      0.4600,  -1.721,   -0.503,
      48,       382.6980,      0.4700,  -1.721,   -0.501,
      49,       382.7080,      0.4800,  -1.720,   -0.503,
      50,       382.7180,      0.4900,  -1.720,   -0.503,
      51,       382.7280,      0.5000,  -1.720,   -0.503,
      52,       382.7380,      0.5100,  -1.720,   -0.507,
      53,       382.7480,      0.5200,  -1.720,   -0.507,
      54,       382.7580,      0.5300,  -1.720,   -0.505,
      55,       382.7680,      0.5400,  -1.720,   -0.505,
      56,       382.7780,      0.5500,  -1.720,   -0.504,
      57,       382.7880,      0.5600,  -1.720,   -0.506,
      58,       382.7980,      0.5700,  -1.720,   -0.507,
      59,       382.8080,      0.5800,  -1.720,   -0.507,
      60,       382.8180,      0.5900,  -1.720,   -0.509,
      61,       382.8280,      0.6000,  -1.719,   -0.507,
      62,       382.8380,      0.6100,  -1.719,   -0.506,
      63,       382.8480,      0.6200,  -1.719,   -0.500,
      64,       382.8580,      0.6300,  -1.718,   -0.496,
      65,       382.8680,      0.6400,  -1.718,   -0.494,
      66,       382.8780,      0.6500,  -1.717,   -0.492,
      67,       382.8880,      0.6600,  -1.717,   -0.490,
      68,       382.8980,      0.6700,  -1.717,   -0.488,
      69,       382.9080,      0.6800,  -1.716,   -0.488,
      70,       382.9180,      0.6900,  -1.717,   -0.488,
      71,       382.9280,      0.7000,  -1.717,   -0.488,
      72,       382.9380,      0.7100,  -1.716,   -0.489,
      73,       382.9480,      0.7200,  -1.717,   -0.490,
      74,       382.9580,      0.7300,  -1.716,   -0.487,
      75,       382.9680,      0.7400,  -1.716,   -0.488,
      76,       382.9780,      0.7500,  -1.717,   -0.488,
      77,       382.9880,      0.7600,  -1.717,   -0.489,
      78,       382.9980,      0.7700,  -1.717,   -0.488,
      79,       383.0080,      0.7800,  -1.716,   -0.488,
      80,       383.0180,      0.7900,  -1.716,   -0.489,
      81,       383.0280,      0.8000,  -1.716,   -0.488,
      82,       383.0380,      0.8100,  -1.716,   -0.489,
      83,       383.0480,      0.8200,  -1.716,   -0.488,
      84,       383.0580,      0.8300,  -1.717,   -0.489,
      85,       383.0680,      0.8400,  -1.717,   -0.490,
      86,       383.0780,      0.8500,  -1.717,   -0.488,
      87,       383.0880,      0.8600,  -1.717,   -0.490,
      88,       383.0980,      0.8700,  -1.717,   -0.490,
      89,       383.1080,      0.8800,  -1.717,   -0.490,
      90,       383.1180,      0.8900,  -1.717,   -0.491,
      91,       383.1280,      0.9000,  -1.716,   -0.490,
      92,       383.1380,      0.9100,  -1.716,   -0.490,
      93,       383.1480,      0.9200,  -1.716,   -0.491,
      94,       383.1580,      0.9300,  -1.717,   -0.491,
      95,       383.1680,      0.9400,  -1.717,   -0.491,
      96,       383.1780,      0.9500,  -1.716,   -0.492,
      97,       383.1880,      0.9600,  -1.717,   -0.492,
      98,       383.1980,      0.9700,  -1.716,   -0.492,
      99,       383.2080,      0.9800,  -1.717,   -0.492,
     100,       383.2180,      0.9900,  -1.716,   -0.493,
       1,       383.2280,      0.0000,  -1.717,   -0.493,
       2,       383.2380,      0.0100,  -1.717,   -0.492,
       3,       383.2480,      0.0200,  -1.717,   -0.492,
       4,       383.2580,      0.0300,  -1.717,   -0.493,
       5,       383.2680,      0.0400,  -1.716,   -0.492,
       6,       383.2780,      0.0500,  -1.717,   -0.494,
       7,       383.2880,      0.0600,  -1.717,   -0.492,
       8,       383.2980,      0.0700,  -1.717,   -0.493,
       9,       383.3080,      0.0800,  -1.717,   -0.492,
      10,       383.3180,      0.0900,  -1.717,   -0.494,
      11,       383.3280,      0.1000,  -1.717,   -0.494,
      12,       383.3380,      0.1100,  -1.717,   -0.493,
      13,       383.3480,      0.1200,  -1.717,   -0.494,
      14,       383.3580,      0.1300,  -1.717,   -0.494,
      15,       383.3680,      0.1400,  -1.717,   -0.494,
      16,       383.3780,      0.1500,  -1.717,   -0.494,
      17,       383.3880,      0.1600,  -1.716,   -0.494,
      18,       383.3980,      0.1700,  -1.717,   -0.495,
      19,       383.4080,      0.1800,  -1.718,   -0.494,
      20,       383.4180,      0.1900,  -1.717,   -0.494,
      21,       383.4280,      0.2000,  -1.717,   -0.494,
      22,       383.4380,      0.2100,  -1.717,   -0.494,
      23,       383.4480,      0.2200,  -1.717,   -0.494,
      24,       383.4580,      0.2300,  -1.717,   -0.494,
      25,       383.4680,      0.2400,  -1.717,   -0.494,
      26,       383.4780,      0.2500,  -1.717,   -0.496,
      27,       383.4880,      0.2600,  -1.716,   -0.495,
      28,       383.4980,      0.2700,  -1.717,   -0.496,
      29,       383.5080,      0.2800,  -1.717,   -0.495,
      30,       383.5180,      0.2900,  -1.717,   -0.496,
      31,       383.5280,      0.3000,  -1.718,   -0.495,
      32,       383.5380,      0.3100,  -1.717,   -0.496,
      33,       383.5480,      0.3200,  -1.717,   -0.496,
      34,       383.5580,      0.3300,  -1.717,   -0.496,
      35,       383.5680,      0.3400,  -1.717,   -0.496,
      36,       383.5780,      0.3500,  -1.717,   -0.496,
      37,       383.5880,      0.3600,  -1.717,   -0.496,
      38,       383.5980,      0.3700,  -1.717,   -0.496,
      39,       383.6080,      0.3800,  -1.717,   -0.496,
      40,       383.6180,      0.3900,  -1.717,   -0.498,
      41,       383.6280,      0.4000,  -1.718,   -0.497,
      42,       383.6380,      0.4100,  -1.717,   -0.497,
      43,       383.6480,      0.4200,  -1.717,   -0.496,
      44,       383.6580,      0.4300,  -1.717,   -0.496,
      45,       383.6680,      0.4400,  -1.718,   -0.497,
      46,       383.6780,      0.4500,  -1.717,   -0.496,
      47,       383.6880,      0.4600,  -1.717,   -0.498,
      48,       383.6980,      0.4700,  -1.718,   -0.497,
      49,       383.7080,      0.4800,  -1.717,   -0.496,
      50,       383.7180,      0.4900,  -1.717,   -0.497,
      51,       383.7280,      0.5000,  -1.717,   -0.496,
      52,       383.7380,      0.5100,  -1.718,   -0.498,
      53,       383.7480,      0.5200,  -1.717,   -0.498,
      54,       383.7580,      0.5300,  -1.717,   -0.499,
      55,       383.7680,      0.5400,  -1.717,   -0.500,
      56,       383.7780,      0.5500,  -1.717,   -0.501,
      57,       383.7880,      0.5600,  -1.717,   -0.499,
      58,       383.7980,      0.5700,  -1.717,   -0.501,
      59,       383.8080,      0.5800,  -1.717,   -0.500,
      60,       383.8180,      0.5900,  -1.718,   -0.501,
      61,       383.8280,      0.6000,  -1.717,   -0.501,
      62,       383.8380,      0.6100,  -1.717,   -0.501,
      63,       383.8480,      0.6200,  -1.718,   -0.503,
      64,       383.8580,      0.6300,  -1.717,   -0.503,
      65,       383.8680,      0.6400,  -1.718,   -0.504,
      66,       383.8780,      0.6500,  -1.717,   -0.503,
      67,       383.8880,      0.6600,  -1.717,   -0.501,
      68,       383.8980,      0.6700,  -1.718,   -0.507,
      69,       383.9080,      0.6800,  -1.717,   -0.509,
      70,       383.9180,      0.6900,  -1.718,   -0.510,
      71,       383.9280,      0.7000,  -1.717,   -0.512,
      72,       383.9380,      0.7100,  -1.717,   -0.513,
      73,       383.9480,      0.7200,  -1.717,   -0.512,
      74,       383.9580,      0.7300,  -1.717,   -0.511,
      75,       383.9680,      0.7400,  -1.717,   -0.510,
      76,       383.9780,      0.7500,  -1.717,   -0.510,
      77,       383.9880,      0.7600,  -1.717,   -0.510,
      78,       383.9980,      0.7700,  -1.718,   -0.508,
      79,       384.0080,      0.7800,  -1.717,   -0.509,
      80,       384.0180,      0.7900,  -1.717,   -0.509,
      81,       384.0280,      0.8000,  -1.717,   -0.507,
      82,       384.0380,      0.8100,  -1.717,   -0.506,
      83,       384.0480,      0.8200,  -1.717,   -0.507,
      84,       384.0580,      0.8300,  -1.717,   -0.505,
      85,       384.0680,      0.8400,  -1.718,   -0.504,
      86,       384.0780,      0.8500,  -1.717,   -0.505,
      87,       384.0880,      0.8600,  -1.717,   -0.504,
      88,       384.0980,      0.8700,  -1.717,   -0.503,
      89,       384.1080,      0.8800,  -1.717,   -0.503,
      90,       384.1180,      0.8900,  -1.717,   -0.503,
      91,       384.1280,      0.9000,  -1.717,   -0.503,
      92,       384.1380,      0.9100,  -1.718,   -0.503,
      93,       384.1480,      0.9200,  -1.717,   -0.503,
      94,       384.1580,      0.9300,  -1.717,   -0.503,
      95,       384.1680,      0.9400,  -1.718,   -0.503,
      96,       384.1780,      0.9500,  -1.717,   -0.503,
      97,       384.1880,      0.9600,  -1.718,   -0.503,
      98,       384.1980,      0.9700,  -1.717,   -0.503,
      99,       384.2080,      0.9800,  -1.717,   -0.503,
     100,       384.2180,      0.9900,  -1.717,   -0.505,
       1,       384.2280,      0.0000,  -1.717,   -0.504,
       2,       384.2380,      0.0100,  -1.717,   -0.503,
       3,       384.2480,      0.0200,  -1.716,   -0.503,
       4,       384.2580,      0.0300,  -1.717,   -0.503,
       5,       384.2680,      0.0400,  -1.717,   -0.503,
       6,       384.2780,      0.0500,  -1.717,   -0.503,
       7,       384.2880,      0.0600,  -1.717,   -0.505,
       8,       384.2980,      0.0700,  -1.717,   -0.503,
       9,       384.3080,      0.0800,  -1.718,   -0.505,
      10,       384.3180,      0.0900,  -1.717,   -0.503,
      11,       384.3280,      0.1000,  -1.717,   -0.503,
      12,       384.3380,      0.1100,  -1.717,   -0.503,
      13,       384.3480,      0.1200,  -1.717,   -0.503,
      14,       384.3580,      0.1300,  -1.717,   -0.503,
      15,       384.3680,      0.1400,  -1.717,   -0.503,
      16,       384.3780,      0.1500,  -1.717,   -0.504,
      17,       384.3880,      0.1600,  -1.717,   -0.503,
      18,       384.3980,      0.1700,  -1.717,   -0.503,
      19,       384.4080,      0.1800,  -1.717,   -0.504,
      20,       384.4180,      0.1900,  -1.717,   -0.503,
      21,       384.4280,      0.2000,  -1.717,   -0.503,
      22,       384.4380,      0.2100,  -1.717,   -0.503,
      23,       384.4480,      0.2200,  -1.717,   -0.504,
      24,       384.4580,      0.2300,  -1.717,   -0.505,
      25,       384.4680,      0.2400,  -1.717,   -0.504,
      26,       384.4780,      0.2500,  -1.716,   -0.503,
      27,       384.4880,      0.2600,  -1.717,   -0.504,
      28,       384.4980,      0.2700,  -1.717,   -0.504,
      29,       384.5080,      0.2800,  -1.717,   -0.503,
      30,       384.5180,      0.2900,  -1.717,   -0.504,
      31,       384.5280,      0.3000,  -1.716,   -0.504,
      32,       384.5380,      0.3100,  -1.717,   -0.505,
      33,       384.5480,      0.3200,  -1.717,   -0.504,
      34,       384.5580,      0.3300,  -1.717,   -0.505,
      35,       384.5680,      0.3400,  -1.717,   -0.505,
      36,       384.5780,      0.3500,  -1.717,   -0.504,
      37,       384.5880,      0.3600,  -1.717,   -0.503,
      38,       384.5980,      0.3700,  -1.717,   -0.505,
      39,       384.6080,      0.3800,  -1.717,   -0.503,
      40,       384.6180,      0.3900,  -1.716,   -0.503,
      41,       384.6280,      0.4000,  -1.717,   -0.505,
      42,       384.6380,      0.4100,  -1.717,   -0.503,
      43,       384.6480,      0.4200,  -1.718,   -0.504,
      44,       384.6580,      0.4300,  -1.717,   -0.504,
      45,       384.6680,      0.4400,  -1.717,   -0.504,
      46,       384.6780,      0.4500,  -1.717,   -0.505,
      47,       384.6880,      0.4600,  -1.718,   -0.505,
      48,       384.6980,      0.4700,  -1.717,   -0.504,
      49,       384.7080,      0.4800,  -1.717,   -0.504,
      50,       384.7180,      0.4900,  -1.717,   -0.503,
      51,       384.7280,      0.5000,  -1.717,   -0.505,
      52,       384.7380,      0.5100,  -1.717,   -0.503,
      53,       384.7480,      0.5200,  -1.717,   -0.503,
      54,       384.7580,      0.5300,  -1.717,   -0.504,
      55,       384.7680,      0.5400,  -1.716,   -0.503,
      56,       384.7780,      0.5500,  -1.717,   -0.503,
      57,       384.7880,      0.5600,  -1.717,   -0.504,
      58,       384.7980,      0.5700,  -1.717,   -0.504,
      59,       384.8080,      0.5800,  -1.717,   -0.503,
      60,       384.8180,      0.5900,  -1.717,   -0.505,
      61,       384.8280,      0.6000,  -1.717,   -0.503,
      62,       384.8380,      0.6100,  -1.717,   -0.504,
      63,       384.8480,      0.6200,  -1.716,   -0.505,
      64,       384.8580,      0.6300,  -1.717,   -0.505,
      65,       384.8680,      0.6400,  -1.716,   -0.504,
      66,       384.8780,      0.6500,  -1.717,   -0.505,
      67,       384.8880,      0.6600,  -1.716,   -0.503,
      68,       384.8980,      0.6700,  -1.717,   -0.504,
      69,       384.9080,      0.6800,  -1.717,   -0.504,
      70,       384.9180,      0.6900,  -1.716,   -0.503,
      71,       384.9280,      0.7000,  -1.717,   -0.504,
      72,       384.9380,      0.7100,  -1.716,   -0.504,
      73,       384.9480,      0.7200,  -1.717,   -0.503,
      74,       384.9580,      0.7300,  -1.716,   -0.505,
      75,       384.9680,      0.7400,  -1.716,   -0.504,
      76,       384.9780,      0.7500,  -1.717,   -0.504,
      77,       384.9880,      0.7600,  -1.716,   -0.504,
      78,       384.9980,      0.7700,  -1.717,   -0.504,
      79,       385.0080,      0.7800,  -1.716,   -0.505,
      80,       385.0180,      0.7900,  -1.717,   -0.505,
      81,       385.0280,      0.8000,  -1.717,   -0.504,
      82,       385.0380,      0.8100,  -1.716,   -0.505,
      83,       385.0480,      0.8200,  -1.717,   -0.504,
      84,       385.0580,      0.8300,  -1.716,   -0.503,
      85,       385.0680,      0.8400,  -1.717,   -0.503,
      86,       385.0780,      0.8500,  -1.717,   -0.503,
      87,       385.0880,      0.8600,  -1.716,   -0.503,
      88,       385.0980,      0.8700,  -1.717,   -0.504,
      89,       385.1080,      0.8800,  -1.717,   -0.505,
      90,       385.1180,      0.8900,  -1.716,   -0.505,
      91,       385.1280,      0.9000,  -1.716,   -0.505,
      92,       385.1380,      0.9100,  -1.716,   -0.503,
      93,       385.1480,      0.9200,  -1.716,   -0.504,
      94,       385.1580,      0.9300,  -1.716,   -0.504,
      95,       385.1680,      0.9400,  -1.717,   -0.504,
      96,       385.1780,      0.9500,  -1.716,   -0.503,
      97,       385.1880,      0.9600,  -1.716,   -0.503,
      98,       385.1980,      0.9700,  -1.716,   -0.503,
      99,       385.2080,      0.9800,  -1.716,   -0.505,
     100,       385.2180,      0.9900,  -1.716,   -0.503,
       1,       385.2280,      0.0000,  -1.716,   -0.501,
   
       1,       385.2310,      0.0000,  -1.716,   -0.501,
       2,       385.2410,      0.0100,  -1.727,   -0.612,
       3,       385.2510,      0.0200,  -2.092,   -3.460,
       4,       385.2610,      0.0300,  -2.431,   -5.721,
       5,       385.2710,      0.0400,  -2.550,   -7.470,
       6,       385.2810,      0.0500,  -2.625,   -7.468,
       7,       385.2910,      0.0600,  -2.695,   -9.107,
       8,       385.3010,      0.0700,  -2.693,   -8.525,
       9,       385.3110,      0.0800,  -2.708,   -8.716,
      10,       385.3210,      0.0900,  -2.666,   -7.288,
      11,       385.3310,      0.1000,  -2.514,   -4.546,
      12,       385.3410,      0.1100,  -2.327,   -2.440,
      13,       385.3510,      0.1200,  -2.180,   -1.799,
      14,       385.3610,      0.1300,  -2.124,   -1.461,
      15,       385.3710,      0.1400,  -1.980,   -0.873,
      16,       385.3810,      0.1500,  -1.973,   -1.023,
      17,       385.3910,      0.1600,  -1.936,   -0.810,
      18,       385.4010,      0.1700,  -1.881,   -0.665,
      19,       385.4110,      0.1800,  -1.876,   -0.731,
      20,       385.4210,      0.1900,  -1.858,   -0.648,
      21,       385.4310,      0.2000,  -1.836,   -0.600,
      22,       385.4410,      0.2100,  -1.828,   -0.613,
      23,       385.4510,      0.2200,  -1.816,   -0.577,
      24,       385.4610,      0.2300,  -1.804,   -0.553,
      25,       385.4710,      0.2400,  -1.798,   -0.556,
      26,       385.4810,      0.2500,  -1.793,   -0.547,
      27,       385.4910,      0.2600,  -1.786,   -0.534,
      28,       385.5010,      0.2700,  -1.781,   -0.527,
      29,       385.5110,      0.2800,  -1.775,   -0.523,
      30,       385.5210,      0.2900,  -1.772,   -0.522,
      31,       385.5310,      0.3000,  -1.770,   -0.523,
      32,       385.5410,      0.3100,  -1.768,   -0.523,
      33,       385.5510,      0.3200,  -1.766,   -0.525,
      34,       385.5610,      0.3300,  -1.763,   -0.517,
      35,       385.5710,      0.3400,  -1.759,   -0.512,
      36,       385.5810,      0.3500,  -1.756,   -0.511,
      37,       385.5910,      0.3600,  -1.755,   -0.512,
      38,       385.6010,      0.3700,  -1.752,   -0.511,
      39,       385.6110,      0.3800,  -1.751,   -0.507,
      40,       385.6210,      0.3900,  -1.750,   -0.509,
      41,       385.6310,      0.4000,  -1.748,   -0.507,
      42,       385.6410,      0.4100,  -1.747,   -0.507,
      43,       385.6510,      0.4200,  -1.746,   -0.505,
      44,       385.6610,      0.4300,  -1.745,   -0.506,
      45,       385.6710,      0.4400,  -1.745,   -0.503,
      46,       385.6810,      0.4500,  -1.743,   -0.504,
      47,       385.6910,      0.4600,  -1.743,   -0.505,
      48,       385.7010,      0.4700,  -1.742,   -0.505,
      49,       385.7110,      0.4800,  -1.742,   -0.503,
      50,       385.7210,      0.4900,  -1.741,   -0.503,
      51,       385.7310,      0.5000,  -1.741,   -0.504,
      52,       385.7410,      0.5100,  -1.741,   -0.503,
      53,       385.7510,      0.5200,  -1.740,   -0.504,
      54,       385.7610,      0.5300,  -1.740,   -0.503,
      55,       385.7710,      0.5400,  -1.739,   -0.504,
      56,       385.7810,      0.5500,  -1.739,   -0.501,
      57,       385.7910,      0.5600,  -1.739,   -0.503,
      58,       385.8010,      0.5700,  -1.738,   -0.503,
      59,       385.8110,      0.5800,  -1.738,   -0.501,
      60,       385.8210,      0.5900,  -1.738,   -0.500,
      61,       385.8310,      0.6000,  -1.737,   -0.501,
      62,       385.8410,      0.6100,  -1.737,   -0.503,
      63,       385.8510,      0.6200,  -1.736,   -0.501,
      64,       385.8610,      0.6300,  -1.736,   -0.501,
      65,       385.8710,      0.6400,  -1.736,   -0.503,
      66,       385.8810,      0.6500,  -1.736,   -0.501,
      67,       385.8910,      0.6600,  -1.736,   -0.501,
      68,       385.9010,      0.6700,  -1.735,   -0.501,
